FID,depno,distrito_minero,nombres,modelo,cod_modelo,tamaño,edad_inf_min,edad_sup_min,estilo_min,asoc_min,alt_hidrotermal,unid_estrati_caja,lito_caja,edad_inf_caja,edad_sup_caja,recursos_min,ley_min,commodity,ficha,etiqueta,geometry
e250K.DepositMetalif.18563,5126,Pampa de Olaen,"La Cubierta, Quebrada Honda",08f Volcanogénico (W),8f,pequeño,Proterozoico superior,Paleozoico inferior,diseminada | vetiforme,scheelita | esfalerita | pirita | bismutina,,Complejo Metamórfico La Falda,rocas calcosilicáticas,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5126.html,La Cubierta,POINT (-64.54999999999995 -31.199999999999932)
e250K.DepositMetalif.18214,3190,Castaño,Guanaqueros,04b Cu (±Mo±Au),4b,desconocida,Triásica,Triásica,diseminada,pirita | arsenopirita | calcopirita | magnetita,silicificación | sericítica | propilítica,Grupo Choiyoi,,,,,,Cu | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3190.html,Guanaqueros,POINT (-69.71169999999995 -30.854999999999905)
e250K.DepositMetalif.18912,11005,,Rodeo de los Molles,02a Cuerpos diqueformes y vetiformes (Th-ETR),2a,pequeño,,,vetas  ,britholita | allanita | bastnäsita | thorbastnäsita | uranotorita | calcita | egirina | augita | titanita | fluorita | apatita | cuarzo | clinocloro | hematita | plagioclasa | microclino | biotita | flogopita | anatasa,fenitización,,suite granítica,,,"90000 tonelada métrica, mineral, recurso medido",ETR 2.52 %,ETR,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11005.html,Rodeo de los Molles,POINT (-65.76379999999995 -32.39659999999992)
e250K.DepositMetalif.18316,3246,Valle Hermoso,Villagra (Agrupamiento Paso Vergara),11a Cu tipo Manto,11a,desconocida,,,stockwork | diseminada,calcopirita | magnetita | covellina | digenita | cuprita | malaquita | bornita | crisocola | tenorita | hematita | limonitas,propilítica | prehnítica | ceolítica | silicificación | sericítica-argílica,Formación Tordillo,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3246.html,Villagra ,POINT (-70.24999999999994 -35.216699999999946)
e250K.DepositMetalif.18494,5158,Grupo Minero Del Valle,Del Valle,05f Greisen (Sn-W),5f,pequeño,Paleozoico inferior,Paleozoico inferior,vetas cuarzo-wolframita,wolframita | calcopirita | casiterita,silicificación | greisenización | sericitización,,rocas metamórficas,,,"1.12 millones de toneladas métricas, concentrado, inferida",WO3 4 %,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5158.html,Del Valle,POINT (-67.07949999999994 -27.65569999999991)
e250K.DepositMetalif.17789,510,,Area Cerro Martín,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,pirita,cuarzo-sericítica | silicificación,Formación Cerro El Fuerte,,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp510.html,Area Cerro Martín,POINT (-71.64999999999992 -41.36669999999992)
e250K.DepositMetalif.21006,24604,Gonzalito,Ana María,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena | cerusita | crisocola | turquesa,silícea,,,,,,,Pb-Zn-Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24604.html,Ana María,POINT (-65.7299999999999 -41.30329999999992)
e250K.DepositMetalif.18309,3387,Paso de Indios,Santa Máxima,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,diseminada | stockwork,galena | esfalerita | calcopirita | hematita | covellina,silicificación | carbonática | argílica,Formación Lonco Trapial,rocas volcánicas intermedias,,,,,Pb | Zn | Ag | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3387.html,Santa Máxima,POINT (-69.12169999999992 -43.25969999999995)
e250K.DepositMetalif.18487,5122,Cerro Áspero,Lambaré,05f Greisen (Sn-W),5f,pequeño,Devónico,Carbonífero,diseminada,wolframita | molibdenita | pirita | bornita | calcopirita | bismutina | galena | esfalerita | óxidos de Cu,greisenización | albitización,Formación San Virgilio | Batolito Cerro Áspero,"anfibolitas, micacitas, calizas cristalinas | suite granítica",,,,,W-Bi-Mo,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5122.html,Lambaré,POINT (-64.84999999999991 -32.44999999999993)
e250K.DepositMetalif.20999,24597,,Laguna Amarilla,07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,,,,vetiforme,cuarzo | oxidos de hierro,silícea | caolinítica,,rocas volcánicas félsicas-intermedias,,,,,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24597.html,Laguna Amarilla,POINT (-67.9713999999999 -40.911899999999946)
e250K.DepositMetalif.20835,24456,Pie de Palo,Jimenez,"09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,,Plioceno,Plioceno,,,,F. Niquizanga,,,,,,Yeso,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24456.html,Jimenez,POINT (-67.96809999999994 -31.738299999999924)
e250K.DepositMetalif.17796,439,,Los Hornillos,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena,,Grupo Choiyoi,rocas volcánicas félsicas-intermedias,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp439.html,Los Hornillos,POINT (-69.2999999999999 -32.974399999999946)
e250K.DepositMetalif.21013,24609,,Tres Manueles,07a Manganeso (Mn+-F),7a,,,,,pirolusita,sericita | carbonática,Formación Cerro Redondo,,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24609.html,Tres Manueles,POINT (-69.06999999999994 -32.48529999999994)
e250K.DepositMetalif.17974,3167,,El Alisal,04b Cu (±Mo±Au),4b,desconocida,Mioceno,Mioceno,diseminada | venillas,pirita | calcopirita | magnetita | esfalerita | pirrotina | minerales oxidados de cobre | cuarzo | plagioclasa | feldespato potásico | biotita | clorita | hematita,potásica | sericítico-arcillosa | propilítica | silicificación,Complejo Volcánico El Alisal,,,,,,Cu | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3167.html,El Alisal,POINT (-65.59809999999993 -26.819699999999955)
e250K.DepositMetalif.17269,2142,,Arroyo de las Cargas,05d Skarn ferrífero (Fe),5d,ocurrencia,,,en venillas y cuerpos de reemplazo,hematita | limonitas | calcopirita | pirita | calcita | epidoto | malaquita,propilítica,Grupo Mendoza,caliza,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2142.html,Arroyo de las Cargas,POINT (-70.28609999999992 -35.25969999999995)
e250K.DepositMetalif.17967,3160,Calamuchita,Tío,08a VMS Máfico (tipo Cyprus),8a,desconocida,Precámbrico superior,Paleoceno inferior,cuerpos concordantes ,magnetita | calcopirita | ilmenita | hematita | bornita | pirrotina | tetraedrita | esfalerita | oro | carrolita | covellina | calcosina | crisocola | malaquita | cuprita | tenorita | cobre nativo | limonitas,silicificación | clorítica  | epidotización | argílica,Basamento,,,,,Cu 2.5 % | Fe 4 %,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3160.html,Tío,POINT (-64.41669999999993 -32.03329999999994)
e250K.DepositMetalif.17440,77,,Poscaya,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | baritina | calcopirita,,Formación Santa Rosita,arenisca-lutita,,,,,Pb | Ba,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp77.html,Poscaya,POINT (-65.06169999999992 -22.456599999999924)
e250K.DepositMetalif.18145,3050,Las Cuevas,Sor Rafaela,06d Granitoides (Cu),6d,desconocida,,,vetas,bornita | calcosina | calcopirita | malaquita | azurita | crisocola,,Formación Puncoviscana,pelitas-areniscas-grauvacas-cuarcitas,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3050.html,Sor Rafaela,POINT (-66.07109999999994 -24.333899999999915)
e250K.DepositMetalif.18323,3267,,Río Cullin,09a Cu sedimentario (Cu-Ag),9a,desconocida,,,bancos | impregnación | lentes,malaquita | azurita | calcosina | minerales de U,,Grupo Neuquén,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3267.html,Río Cullin,POINT (-69.80829999999992 -36.10829999999993)
e250K.DepositMetalif.17618,260,El Guaico,San Fermín-San José-Carmen-Bienvenida,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena | esfalerita | cerusita | arsenopirita | plata nativa,,Gneis Pichanas,gneis,,,,,Pb | Ag | Zn | V,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp260.html,San Fermín,POINT (-65.18559999999991 -30.967799999999954)
e250K.DepositMetalif.19705,11261,,Vipos-Tapia,"09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,pequeño,,,lentes,gibbsita | selenita,,Formación Río Salí,limolita,,,"304186 tonelada métrica, mineral, recurso indicado",yeso 84 %,yeso,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11261.html,Vipos,POINT (-65.29459999999995 -26.59719999999993)
e250K.DepositMetalif.17898,546,,Cerro Bandera,07b Au baja sulfuración (Adularia) (Au-Ag),7b,,,,,galena | esfalerita | pirita,argilica,Formación Lonco Trapial,rocas volcánicas félsicas-intermedias,,,,,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp546.html,Cerro Bandera,POINT (-69.0193999999999 -42.064199999999914)
e250K.DepositMetalif.17193,2066,El Quevar,"Castor, pólux",07a Manganeso (Mn+-F),7a,ocurrencia,,,,,,,,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2066.html,Castor,POINT (-66.82819999999992 -24.36519999999996)
e250K.DepositMetalif.17371,11,distrito Pumahuasi,Veta La Perla,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,pequeño,,,vetas y venillas de sulfuros,galena | baritina,,,arenisca-lutita,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11.html,Veta La Perla,POINT (-65.59069999999991 -22.398399999999924)
e250K.DepositMetalif.17549,191,,Cerro Azul,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena | esfalerita | argentita | jamesonita | sulfosales de plata,argílica | cuarzo - sericita,Complejo Volcánico La Hoyada,rocas volcánicas félsicas,,,,,Pb | Zn | Ag | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp191.html,Cerro Azul,POINT (-67.61919999999992 -26.902499999999918)
e250K.DepositMetalif.17364,3,,Veta Sol de Mayo | Sol de Mayo,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetas y venillas de sulfuros,galena | esfalerita | anglesita,,,arenisca-lutita,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3.html,Veta Sol de Mayo ,POINT (-65.6047999999999 -22.302299999999946)
e250K.DepositMetalif.18247,3255,,Arroyo Nieves Negras,05b Skarn cuprífero (Cu),5b,ocurrencia,,,skarn,pirita | pirrotina | calcopirita,,Grupo Mendoza | Plutonitas Andinas,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3255.html,Arroyo Nieves Negras,POINT (-69.82529999999991 -33.84999999999991)
e250K.DepositMetalif.17542,184,,Los Negros,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita | calcopirita | pirita | malaquita | azurita | cuarzo,,Formación Suri,lutita,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp184.html,Los Negros,POINT (-68.03329999999994 -27.699999999999932)
e250K.DepositMetalif.17720,365,Castaño Viejo,Ojos de Plomo,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena | esfalerita | calcopirita,,,rocas volcánicas félsicas-intermedias,,,,Pb 35.6 % | Ag 310 g/t | Zn 12.3 % | Cu 6.15 %,Pb | Ag | Zn | Au | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp365.html,Ojos de Plomo,POINT (-69.62919999999991 -30.90859999999992)
e250K.DepositMetalif.17200,2073,,Aries,07a Manganeso (Mn+-F),7a,,,,,,,Depósitos modernos,"conglomerados, areniscas y travertinos",,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2073.html,Aries,POINT (-65.96669999999995 -24.34999999999991)
e250K.DepositMetalif.18209,3185,La Fragüita,Rodophis,14g Chimeneas de brecha (Bi-Cu-Au),14g,desconocida,Pérmico,Triásico,brecha de conducto,pirita | calcopirita | malaquita | crisocola | bismutina,turmalinización | silicificación | argílica,Plutón Tocota,,,,,Cu 5.84 % (máximo) | Bi 160 g/t,Bi | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3185.html,Rodophis,POINT (-69.56859999999995 -30.704999999999927)
e250K.DepositMetalif.17504,129,,Elizabeth,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | malaquita-azurita | baritina,,Formación Santa Rosita,lutita-arenisca,,,,,Pb | Ba | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp129.html,Elizabeth,POINT (-64.95439999999991 -22.23469999999992)
e250K.DepositMetalif.17682,322,Las Aguadas,Los Cerrillos,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena,,,esquisto,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp322.html,Los Cerrillos,POINT (-65.56669999999991 -32.31669999999991)
e250K.DepositMetalif.20899,24487,Incachule,Veta Grande,14e Antimonita (Sb),14e,pequeño,Mioceno,Plioceno,,antimonita | arsenopirita,,,rocas volcánicas félsicas,,,,,Sb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24487.html,Veta Grande,POINT (-66.47309999999993 -24.26899999999995)
e250K.DepositMetalif.17860,481,Campana Mahuida,San Sebastián,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita | pirita,,Formación Colipilli,rocas volcánicas félsicas-intermedias,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp481.html,San Sebastián,POINT (-70.3968999999999 -38.299699999999916)
e250K.DepositMetalif.17155,2028,Santa Victoria,María Gabriela,13i Fe-Mn (Sombrero de Fe),13i,ocurrencia,,,en venillas,especularita | hematita | magnetita | galena,,Formación Santa Rosita,areniscas y lutitas,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2028.html,María Gabriela,POINT (-65.03689999999995 -22.302199999999914)
e250K.DepositMetalif.17853,474, Andacollo,General Paz,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | siderita | limonita,piritización | silicificación,,arenisca,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp474.html,General Paz,POINT (-70.54169999999993 -37.36669999999992)
e250K.DepositMetalif.17148,2021,,"El Cóndor, Angelita, Punta de Agua",07a Manganeso (Mn+-F),7a,,,,impregnaciones y en guías,"pirolusita | psilomelano | ""limonita""",,Subgrupo Pirgua,areniscas,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2021.html,El Cóndor,POINT (-65.48549999999994 -22.90689999999995)
e250K.DepositMetalif.18031,3032,Santa Ana (Valle Grande),Santa Ana y San Rafael,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,pequeño,,,vetas,galena | calcosina | covellina | calcopirita | carbonatos de cobre | cerusita,,Formación Centinela,"areniscas,lutitas",,,,,Pb | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3032.html,Santa Ana y San Rafael,POINT (-65.00169999999991 -23.364199999999926)
e250K.DepositMetalif.17326,2199,,Aurora,07a Manganeso (Mn+-F),7a,ocurrencia,,,"irregular, estratoligada",psilomelano | criptomelano | pirolusita | litioforita | nsutita,,Formación Chinchinales,limolita areniscosa,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2199.html,Aurora,POINT (-67.05169999999993 -39.09439999999995)
e250K.DepositMetalif.17675,303,Las Aguadas,Euca,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena | pirita | cerusita,,,rocas metamórficas no clasificadas,,,,,Pb | Ag | V,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp303.html,Euca,POINT (-65.49999999999994 -32.39999999999992)
e250K.DepositMetalif.17162,2035,,Sepultura,09e Formación Ferrífera Fe(P),9e,ocurrencia,,,horizontes ferríferos,hematita | chamosita,,Formación Lipeón,areniscas cuarcíticas,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2035.html,Sepultura,POINT (-64.96109999999993 -22.21249999999992)
e250K.DepositMetalif.19674,11183,Gualcamayo,Quebrada del Diablo,05a Skarn aurífero (Au),5a,pequeño,Mioceno medio,Mioceno superior,stockwork | vetas y venillas de sulfuros-Au,pirita aurífera | oro nativo,sericítica/ | alunitización,Formación San Juan,rocas volcánicas félsicas,,,"90.98 millones de toneladas métricas, mena, indicado+inferidas",Au 1.79 g/t,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11183.html,Quebrada del Diablo,POINT (-68.62499999999994 -29.717499999999916)
e250K.DepositMetalif.17333,2206,,Arroyo Verde,07a Manganeso (Mn+-F),7a,ocurrencia,,,mantiforme y en venillas,criptomelano | hausmanita | litioforita | psilomelano | jacobsita | braunita | quenselita | oro | todorokita | calcita | manganita | pirolusita | yeso | vredenburgita | rodocrosita,,Formación Arroyo Verde,"conglomerado, caliza coquinoide, arenisca calcárea",,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2206.html,Arroyo Verde,POINT (-65.33329999999995 -42.0166999999999)
e250K.DepositMetalif.17511,173,Farallón Negro,Macho Muerto,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,calcofanita | oro nativo | plata nativa | pirita | esfalerita | galena,carbonática | limonitización | argilización,Complejo Volcánico Farallón Negro,rocas volcánicas félsicas-intermedias,,,,Au 0.34 g/t | Ag 21.62 g/t,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp173.html,Macho Muerto,POINT (-66.68649999999991 -27.278799999999933)
e250K.DepositMetalif.18544,5106,Sierra de Altautina,"Grupo Las Ensenadas (La Esperanza, La Chichita)",08f Volcanogénico (W),8f,ocurrencia,Proterozoico superior,Proterozoico inferior,lentes  | boudines,scheelita | fluorita | tungstita | esfalerita | calcopirita,,,rocas calcosilicáticas | anfibolitas | biotititas | coticules | turmalinitas,,,,WO3 0.5 %,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5106.html,Grupo Las Ensenadas ,POINT (-65.14999999999992 -31.799999999999955)
e250K.DepositMetalif.21761,25359,,San Francisco,14d Au-Sb en turbiditas,14d,pequeño,,,vetiforme,oro | antimonita | arsenopirita | cuarzo,,,,,,,,Au | Sb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25359.html,San Francisco,POINT (-66.18689999999992 -21.99619999999993)
e250K.DepositMetalif.21234,24832,,Colomichicó,08h Fe-Mn Bandeado (BIMF),8h,desconocida,Carbonífero,Carbonífero,,magnetita | hematita | jaspe | chert,,Formación Colomichicó,,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24832.html,Colomichicó,POINT (-70.60969999999992 -36.93899999999991)
e250K.DepositMetalif.19598,11217,Agua de Dionisio,Bajo de San Lucas,04b Cu (±Mo±Au),4b,pequeño,,,diseminada |  venillas de cuarzo y sulfuros,pirita | calcopirita | esfalerita,potásica | sericítica/ | argílica,Complejo Volcánico Farallón Negro,rocas volcánicas félsicas-intermedias,,,"100 millones de toneladas métricas, mena, recurso mineral",Cu 0.19 % | Au 0.17 g/t,Cu | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11217.html,Bajo de San Lucas,POINT (-66.58029999999991 -27.40689999999995)
e250K.DepositMetalif.18202,3292,Salamanca,La Barrera ,01c Ni-Cu asociados a tholeitas (Ni-Cu-PGE±Cr)),1c,pequeño,,,cuerpo lenticular,pirrotina | calcopirita | cubanita | esfalerita | mackinawita | magnetita | espinelo | valeriita | ilmenita | oro | plata,,Complejo Metamórfico,rocas metamórficas ultramáficas,,,,Cu 6 %,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3292.html,La Barrera ,POINT (-69.46419999999995 -33.382199999999955)
e250K.DepositMetalif.17497,140,,Abra Colorada,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,baritina | galena,,Formación Puncoviscana,esquisto,,,,,Ba | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp140.html,Abra Colorada,POINT (-65.14189999999991 -22.46279999999996)
e250K.DepositMetalif.18195,3151,Cerro Cacho-Sierra de Umango,Las Asperezas,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,desconocida,Devónico,Carbonífero,venillas | impregnada,umangita | clausthalita | naumannita | eukairita | tiemannita | onofrita | stilleíta | bornita | calcopirita | klockmannita | berzelianita | calcosina | neodigenita | covellina | malaquita | atacamita | paratacamita,,Formación Espinal,,,,,,Cu | Se,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3151.html,Las Asperezas,POINT (-68.58329999999995 -28.999999999999943)
